display_name,empty_samples,gen_ppl,max_tokens,mean_tokens,method,min_tokens,nfe,num_samples,rank_wasserstein,rep_1,rep_2,rep_3,temperature,temperature_label,unigram_entropy,unique_1gram_corpus,unique_1gram_sample,unique_2gram_corpus,unique_2gram_sample,unique_3gram_corpus,unique_3gram_sample,unique_4gram_corpus,unique_4gram_sample
mirror_5000,0,1476.4114782138793,1024,1024.0,mirror_5000,1024,0,128,3.508259676681206,0.7141189575195312,0.054618768328445706,0.005931996086105693,,,5.153420232486925,0.0359954833984375,0.28588104248046875,0.6546768084066471,0.9453812316715546,0.9602724437377691,0.9940680039138944,0.9990282198824681,0.9998928746327131
periodic_400,0,21.797587788899477,1024,1024.0,periodic_400,1024,0,128,1.0921635440049469,0.609375,0.6089931573802544,0.6086105675146755,,,5.972238147843534,0.0030517578125,0.390625,0.0030547409579667643,0.39100684261974555,0.003057729941291585,0.39138943248532376,0.0030607247796278158,0.391772771792361
phrase_bank_5000,0,122.93901859820878,1024,1024.0,phrase_bank_5000,1024,0,128,1.4347434619392456,0.598297119140625,0.277492668621701,0.1347159368884539,,,4.969752494772346,0.01645660400390625,0.401702880859375,0.1547608137829912,0.7225073313782987,0.34579103473581213,0.8652840631115473,0.5434622918707149,0.9595219147894222
top_k_iid_64,0,146.04465151487994,1024,1024.0,top_k_iid_64,1024,0,128,1.4235409400057257,0.937774658203125,0.3814913245356796,0.03838215508806262,,,3.5611426334462135,0.00048828125,0.062225341796875,0.03082997311827957,0.6185086754643209,0.4010518590998043,0.9616178449119382,0.8709368878550441,0.9981100024485812
