name,unigram_entropy,gen_ppl,rank_wasserstein,unique_1gram_sample,unique_1gram_corpus,unique_2gram_sample,unique_2gram_corpus,unique_3gram_sample,unique_3gram_corpus,unique_4gram_sample,unique_4gram_corpus,rep_1,rep_2,rep_3
gpt2,5.23188120596901,100.10596466064453,1.4156341236664356,0.6703933206415569,0.5926352128883774,0.9435495977881476,0.9319492502883506,0.9903930817610063,0.9884393063583815,1.0,1.0,0.3296066793584431,0.056450402211852435,0.009606918238993734
top_k_iid_64,3.6401756258789497,139.38668823242188,1.5352508901920812,0.0625,0.03125,0.6573802541544477,0.5210166177908113,0.9745596868884541,0.9500978473581213,0.9990205680705191,0.9985308521057786,0.9375,0.3426197458455523,0.025440313111545987
mirror_5000,5.335400914611807,2992.899169921875,4.2442377999895005,0.30859375,0.263671875,0.9716520039100685,0.9525904203323559,0.99559686888454,0.9955968688845401,1.0,1.0,0.69140625,0.02834799608993155,0.004403131115459924
periodic_400,5.972238147843526,27.92310333251953,1.3014623179341942,0.390625,0.1953125,0.39100684261974583,0.19550342130987292,0.3913894324853229,0.19569471624266144,0.3917727717923604,0.1958863858961802,0.609375,0.6089931573802542,0.6086105675146771
phrase_bank_5000,5.537827457492668,308.58697509765625,2.1905937573501726,0.47607421875,0.376953125,0.8641251221896383,0.7986314760508308,0.9452054794520548,0.9129158512720157,0.9813907933398629,0.9657198824681684,0.52392578125,0.13587487781036167,0.05479452054794526
