name,unigram_entropy,gen_ppl,rank_wasserstein,unique_1gram_sample,unique_1gram_corpus,unique_2gram_sample,unique_2gram_corpus,unique_3gram_sample,unique_3gram_corpus,unique_4gram_sample,unique_4gram_corpus,rep_1,rep_2,rep_3
gpt2,5.689846041891859,179.98069763183594,1.8914842137901524,0.6321146518749667,0.39155171070064687,0.9430377867346034,0.8894264533749512,0.9845171813298768,0.9803890928978827,0.9963602769192593,0.9964796996010327,0.36788534812503326,0.056962213265396626,0.015482818670123348
top_k_iid_64,3.5619074203968655,115.7197265625,1.380956334931596,0.06231689453125,0.00390625,0.6168132942326492,0.1688049853372434,0.9590875733855183,0.7281066536203522,0.9977962781586679,0.9766160626836435,0.93768310546875,0.38318670576735087,0.04091242661448142
mirror_5000,5.146610029652863,1312.8516845703125,3.4570126523552416,0.28497314453125,0.13214111328125,0.9468475073313782,0.8164100684261975,0.9946183953033269,0.9866682974559687,0.9998775710088149,0.9996327130264446,0.71502685546875,0.05315249266862168,0.005381604696673203
periodic_400,5.972238147843526,20.7801456451416,1.0829182604920198,0.390625,0.0244140625,0.3910068426197458,0.024437927663734114,0.39138943248532276,0.02446183953033268,0.3917727717923603,0.024485798237022526,0.609375,0.6089931573802543,0.6086105675146773
phrase_bank_5000,4.960994240291763,130.26287841796875,1.4585691582334388,0.39776611328125,0.10296630859375,0.7203079178885631,0.36241446725317694,0.8639310176125246,0.5776663405088063,0.9588638589618019,0.7641405484818805,0.60223388671875,0.2796920821114368,0.13606898238747556
